title,publish_date,authors,url,keywords,summary,word_count,category,category_confidence,category_alt,category_alt_confidence,,category_clean
"Parrot struggling, Lily fails and Google closes Titan Project as drone industry disunites",2017-01-12 00:00:00+00:00,['Frank Tobe'],https://www.therobotreport.com/parrot-struggling-lily-fails-and-google-closes-titan-project-as-drone-industry-disunites/,"['million', 'struggling', 'drone', 'industry', 'products', 'robotics', 'fails', 'market', 'titan', 'project', 'google', 'camera', 'disunites', 'drones', 'lily', 'karma', 'company', 'parrot']","Entertainment, camera, moon-shot and military drones are all becomming more distinct as the drone industry gets commoditized.
Revenue from drones was €60 million, with €11 million coming from commercial, and €49 million from consumer drones.
3D Robotics – layoffs3D Robotics and their Solo quadcopter were media hits until their product stumbled and their ambitious inventories didn't move.
Google – moonshot shutdownAlphabet (Google) has closed down the Titan Project to fly high-altitude drones that would beam wireless Internet access back down to the earth.
Titan Aerospace was acquired by Google in 2014 and was reformed into the Titan Project which competed with another Google X project, Project Loon, which also has problems.",1426,,,,,,
Are you a robot?,4/16/19 0:00,[],https://www.bloomberg.com/news/features/2019-04-16/the-world-s-biggest-electric-vehicle-company-looks-nothing-like-tesla,"['service', 'happenplease', 'information', 'sure', 'supports', 'robot', 'javascript', 'review', 'policy', 'loading', 'terms']","Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy.",35,/Business & Industrial,0.74000001,/News,0.50999999,,Business & Industrial
"10 Best CES 2020 Devices You Can Buy Right Now: Earbuds, E-Bikes, Toys, and More",,"['Adrienne So', 'Adrienne S', 'Jeffrey Van Cam']",https://www.wired.com/story/ces-2020-best-devices-you-can-buy-now/,"['link', 'toys', 'right', 'buy', 'ebikes', 'favorite', 'elite', '75t', 'best', '2020', 'photograph', 'ces', 'active', 'earbuds', 'devices', 'youre']","We've highlighted a few of our favorite things at CES that you can buy right now.
Update Jan. 13: We fixed a link to the Elite Active 75T.
Our link was going to the standard Elite 75T, which are also very nice earbuds that recently came out.
The Best CES Gadgets You Can Buy NowThese are our favorite picks from the show that are finished enough to actually order!
—Adrienne SoJabra Elite Active 75T Photograph: Amy LombardThese comfortable, great-sounding workout buds are guaranteed against two years of water damage and made our Best of CES list this year.",279,/Computers & Electronics/Consumer Electronics,0.639999986,,,,Computers & Electronics
The rise of the private art museum,,"['Bruce Sterling', 'Bruce Sterlin']",https://www.wired.com/beyond-the-beyond/2016/01/the-rise-of-the-private-art-museum/,"['contemporary', 'collector', 'probably', 'private', 'art', 'museum', 'museums', 'surprises', 'report', 'rise', 'hes']","http://hyperallergic.com/269548/crunching-the-numbers-behind-the-boom-in-private-art-museums/""What kind of person opens a private contemporary art museum?
According to a new report by the art collector database Larry’s List and the Chinese art market site Artron, he’s probably in his 60s or his 70s; he’s probably from South Korea, the US, or Germany; he probably founded his museum in the last 15 years; and he’s most likely a “he” — women account for just 18% of private contemporary art museum founders.
""The “Private Art Museum Report” is based on data from 317 museums in 45 countries.
It defines a private contemporary art museum as an institution that meets these five requirements: it must be owned by a private individual; that person must be known as an art collector and display some of her collection in the institution; the museum must have a physical space; the museum must be publicly accessible (either through regular opening hours or by appointment); the collection must be focused on contemporary art; and the collector must still be alive.
""However, the report does hold a few surprises, like that South Korea has the world’s greatest concentration of private art museums with 45, slightly surpassing the US (43) and Germany (42)….""",310,/Arts & Entertainment/Visual Art & Design/Art Museums & Galleries,0.800000012,/Reference/Libraries & Museums/Museums,0.790000021,,Arts & Entertainment
The rise of the private art museum,,['Jonathan Bastable'],https://www.cntraveller.com/gallery/private-art-museums,"['contemporary', 'collection', 'travel', 'private', 'south', 'art', 'museum', 'museums', 'works', 'work', 'rise']","These freedoms mean that private museums tend to be idiosyncratic and look to young artists rather than dead ones, so they fill a gap that fustier, backward-looking state museums rarely can.
Leeum, Samsung Museum of Art is one of 45 privately funded museums in South Korea.
In Cape Town, Thomas Heatherwick's studio has just transformed the historic grain silo on the V&A Waterfront into the Zeitz Museum of Contemporary Art Africa.
Leonid Mikhelson, Russia's richest man, has acquired a pre-revolutionary power station in the city centre and is turning it into the home of his private collection.
Mikhelson's new museum will extend and cement this new art quarter, which is a short stroll from the Kremlin walls.",2212,/Travel/Tourist Destinations,0.920000017,/Reference/Libraries & Museums/Museums,0.810000002,,Travel
Building a Cathedral — The Prepared,4/28/19 0:00,['Nicolas Kemper'],https://theprepared.org/features/2019/4/28/building-a-cathedral?mc_cid=30b96dc09b&mc_eid=e7c75333ad,"['cathedrals', 'construction', 'prepared', 'accretive', 'scope', 'building', 'cathedral', 'space', 'institutions', 'buildings', 'work']","The Accretive BuildingCathedrals are distinct from typical megaprojects in a very important way: an unfinished Cathedral is by no means a failure.
Salisbury cathedral took a full century to build, but services commenced almost immediately in a temporary wooden chapel.
Accretive buildings accrete because institutions constantly expand and add to their buildings, but the iron triangle does not help to understand this growth.
""I am building a cathedral.""
That is to say, a building is never simply a building – it is a constant battlefield between what it should be and what it could be, played out across what it is.",1097,/People & Society/Religion & Belief,0.850000024,,,,People & Society
,,,weather.com,,,,,,,,,
Crunching the Numbers Behind the Boom in Private Art Museums,2016-01-21 20:30:11+00:00,"['Benjamin Sutton', 'More Benjamin Sutton']",https://hyperallergic.com/269548/crunching-the-numbers-behind-the-boom-in-private-art-museums/,"['contemporary', 'founded', 'numbers', 'collector', 'probably', 'crunching', 'private', 'art', 'museums', 'museum', 'boom', 'report', 'hes']","What kind of person opens a private contemporary art museum?
The “Private Art Museum Report” is based on data from 317 museums in 45 countries.
The report’s most starling statistic may be that 53% of the world’s private contemporary art museums were founded between 2001 and 2010.
The report’s global overview is accompanied by case studies focused on specific countries (Italy and China), interviews with collectors, an analysis on the role of architecture in private art museums, and an essay by art historian Christine Howald comparing the current boom to the private art museums that appeared throughout Europe before the 20th century.
Download the entire Private Art Museums Report for free here.",574,/Arts & Entertainment/Visual Art & Design/Art Museums & Galleries,0.879999995,/Reference/Libraries & Museums/Museums,0.879999995,,Arts & Entertainment
Web Performance Calendar,,['About The Author'],https://calendar.perfplanet.com/2019/bundling-javascript-for-performance-best-practices/,"['public', 'approach', 'script', 'concerns', 'cdn', 'performance', 'domain', 'web', 'vendor', 'world', 'code', 'calendar', 'react']","For my “hello world” example, this bundle includes react , react-dom , as well as the “hello world” code.
HTTP/2 is now supported by over 95% of clients worldwide, and as of this year is now the majority protocol implemented by web servers across the web.
Approach #2: Separated vendor and client code (code splitting)(TLDR: please use this approach!)
If hackers compromise a public CDN, they can very subtly inject malicious JavaScript into libraries.
If hackers compromise a public CDN, they can very subtly inject malicious JavaScript into libraries.",1777,/Computers & Electronics/Programming,0.819999993,/Science/Computer Science,0.790000021,,Computers & Electronics
Color Theory and Contrast Ratios,2019-12-22 00:30:49+00:00,"['Christopher Schmitt', 'Christopher Schmitt Is An Award-Winning Web Designer Who Has Been Working In The Medium For Over Twenty Years. He Has A Masters In Communication For Interactive', 'New Communication Technologies', 'Is The Author Of Many Books Including', 'Jamie Knight']",https://www.24a11y.com/2019/color-theory-and-contrast-ratios/,"['color', 'blue', 'luminance', '255', 'colors', 'contrast', 'theory', 'red', 'green', 'light', 'relative', 'ratios']","Describing a color that looks similar to another color is a natural way to discuss or express color.
For the color red, this is how the CSS looks like:/* red = 0 -> 255 */ /* green = 0 -> 255 */ /* blue = 0 -> 255 */ .alert { color: rgb(255, 0, 0); }While a light green color would be/* red = 0 -> 255 */ /* green = 0 -> 255 */ /* blue = 0 -> 255 */ .alert { color: rgb(128, 255, 128); }The HSL model is another digital color system based within the RGB system.
With a method for determining a color’s relative luminance, it’s, therefore, possible to compare them in what is called a color contrast ratio.
If you use DevTools, you can visually check and adjust colors to see if they pass color contrast:There appear to be hundreds of online color contrast checkers.
While the color contrast ratio is a simple aid to determine contrast, it is vital to go beyond just stating basic color contrast ratios when working towards accessible and inclusive designs.",1786,,,,,,
The Rise of the Private Art “Museum”,,"['Ben Mauk', 'Ben Mau', 'Adam Gopni', 'Peter Schjeldah']",https://www.newyorker.com/business/currency/the-rise-of-the-private-art-museum?verso=true,"['public', 'collection', 'bunker', 'collections', 'private', 'building', 'art', 'museum', 'museums', 'rise', 'christian']","relations for Art Basel, guessed that perhaps half of their visitors were more interested in the bunker itself than the art.
“They may not become part of art history, but they are important to us.”The bunker is emphatically not a museum.
At the same time, the future of the art museum has again become the subject of spirited public debate.
Yet, were private collections to discourage the growth of, or even to displace, public art museums (as seems to be happening in China), we could lose the only buffer that still exists between contemporary art and its tulipomaniacal market.
For now, Berlin’s private collections merely complement its existing museums, galleries, noncommercial collectives, improvised performance spaces, and artists’ squats, which together form the local art industry.",1744,/Travel/Tourist Destinations,0.829999983,/Arts & Entertainment/Visual Art & Design/Art Museums & Galleries,0.819999993,,Travel
"React-spring visualizer, tweak your spring configuration",,[],https://react-spring-visualizer.com/#translateY,"['spring', 'animation', 'bob', 'component', 'velocity', 'resting', 'visualizer', 'reactspring', 'image', 'imagine', 'configuration', 'mass', 'tweak', 'position']","Mass Imagine a fixed spring with a bob on one end, the mass value is the mass of the bob ( see image ).
Friction Imagine a spring as before ( see image ), but there is a certain amount of friction in the air.
If the friction is higher, there's more power on the spring necessary to pull the bob to its resting position.
Velocity Imagine pushing the bob ( see image ) upwards or downwards while releasing it.
Clamp Imagine putting an solid barrier just above the resting position ( see image ), so the bob can not overshoot the resting position.",441,/Computers & Electronics/Software/Multimedia Software,0.860000014,/Arts & Entertainment,0.579999983,,Computers & Electronics
Theme UI Gallery,,[],https://theme-ui-gallery.netlify.com/buttons,"['width', 'ui', 'flex', 'path', 'gallery', 'iconbutton', 'sx', '55', 'svg', 'button', 'center', 'navlink', 'theme']","ButtonsExamples of combining @theme-ui/components to create and style buttons.
Numeric LabelA side by side button alongside a NavLink to another location.
Like 2459<Flex sx={{ border: '1px solid', borderColor: 'primary', width: 'fit-content', borderRadius: 3, cursor: 'pointer' }}> <Flex sx={{placeItems: 'center'}}> <Button sx={{display: 'flex', alignItems: 'center', borderTopRightRadius: 0, borderBottomRightRadius: 0}}> <svg sx={{ mr: 1 }} viewBox=""0 0 24 24"" width=""16"" height=""16"" stroke=""currentColor"" stroke-width=""2.5"" fill=""none"" stroke-linecap=""round"" stroke-linejoin=""round""><path d=""M20.84 4.61a5.5 5.5 0 0 0-7.78 0L12 5.67l-1.06-1.06a5.5 5.5 0 0 0-7.78 7.78l1.06 1.06L12 21.23l7.78-7.78 1.06-1.06a5.5 5.5 0 0 0 0-7.78z""></path></svg> Like </Button> </Flex> <Flex sx={{ placeItems: 'center' }}> <NavLink sx={{ borderRadius: '3' }}> 2459 </NavLink> </Flex> </Flex> < Flex sx = { { border : '1px solid' , borderColor : 'primary' , width : 'fit-content' , borderRadius : 3 , cursor : 'pointer' } } > < Flex sx = { { placeItems : 'center' } } > < Button sx = { { display : 'flex' , alignItems : 'center' , borderTopRightRadius : 0 , borderBottomRightRadius : 0 } } > < svg sx = { { mr : 1 } } viewBox = "" 0 0 24 24 "" width = "" 16 "" height = "" 16 "" stroke = "" currentColor "" stroke-width = "" 2.5 "" fill = "" none "" stroke-linecap = "" round "" stroke-linejoin = "" round "" > < path d = "" M20.84 4.61a5.5 5.5 0 0 0-7.78 0L12 5.67l-1.06-1.06a5.5 5.5 0 0 0-7.78 7.78l1.06 1.06L12 21.23l7.78-7.78 1.06-1.06a5.5 5.5 0 0 0 0-7.78z "" > </ path > </ svg > Like </ Button > </ Flex > < Flex sx = { { placeItems : 'center' } } > < NavLink sx = { { borderRadius : '3' } } > 2459 </ NavLink > </ Flex > </ Flex >Icon ButtonTheme UI includes an IconButton component.
<IconButton aria-label='Toggle dark mode'> <svg sx={{ fill: 'text', height: '14px', width: '14px'}} viewBox=""0 0 20 20""> <path d=""M13 8V2H7v6H2l8 8 8-8h-5zM0 18h20v2H0v-2z""/> </svg> </IconButton> < IconButton aria-label = ' Toggle dark mode ' > < svg sx = { { fill : 'text' , height : '14px' , width : '14px' } } viewBox = "" 0 0 20 20 "" > < path d = "" M13 8V2H7v6H2l8 8 8-8h-5zM0 18h20v2H0v-2z "" /> </ svg > </ IconButton >Labeled ButtonsSVG elements can be used inside other elements and styled with the sx prop as well.",364,,,,,,
About,,[],http://www.julianachen.net/p/blog-page.html,[],,0,/Arts & Entertainment/Comics & Animation,0.660000026,,,,Arts & Entertainment
,,,400.Sell,,,,,,,,,
Formlabs Form 3 Teardown « bunnie's blog,,[],https://www.bunniestudios.com/blog/?p=5701&mc_cid=940c6cead2&mc_eid=e7c75333ad,"['form', 'print', 'pcb', 'board', 'build', 'lpu', 'blog', 'bunnies', 'teardown', 'resin', 'laser', 'platform', 'formlabs', 'printer']","It’s been my privilege to do teardowns on both the Formlabs Form 1 and Form 2.
The Form 3 build platform is a little larger than the Form 1, but it turns out there are a number of good reasons for the extra size, which we’ll get into later.
The Form 3 is more aware of its accessories and environment than ever; for example, it now has the ability to report a missing build platform.
However, this is about the only aspect of the Form 3 that is evolutionary when compared to the Form 2.
Most of the time, it scans across the build platform, with a final, quick step that traces the outlines of every build slice.",6641,/Business & Industrial/Business Services/Office Supplies,0.99000001,/Computers & Electronics/Computer Hardware/Computer Peripherals,0.970000029,,Business & Industrial
D3 in the Shadows,2018-09-16 14:17:33.963000+00:00,[],https://medium.com/creative-coding-space/d3-in-the-shadows-590dd056b5b7,"['transition', 'data', 'way', 'var', 'dom', 'elements', 'shadows', 'outdata', 'bound', 'screen', 'd3']","D3 in the ShadowsAfter a while, we use D3 in a fairly predictable way.
We get drawn into thinking that we can only use D3 in such a way.
Well, it allows us to use the many capabilities of D3, but use another library like three.js to draw to the screen.
var data = [];var numElements = 50;for (var i=0; i<numElements; i+=10){for (var j=0; j<numElements; j+=10){data.push({x:i,y:j});}}Next we create a function to bind data to DOM elements.
They are like shadow DOM elements, lurking in the background, but with actual data bound to them.",540,/Science,0.589999974,,,,Science
You Probably Don't Need A Front End Framework,,[],https://dev.to/steelvoltage/you-probably-don-t-need-a-front-end-framework-26o6,"['dont', 'end', 'need', 'tools', 'probably', 'didnt', 'thats', 'project', 'framework', 'app', 'think', 'server']","You should learn a popular Front End Libraries/Frameworks if you want to do Front End development professionally.
When you're starting on a serious personal project, use what you learned about frameworks to think about whether or not you need one.
In the end, I decided to reflect on my project deeper and determine what the minimum viable product would look like.
I think that's the biggest take away here.
You probably don't need a Front End framework, especially while your app is still simple.",765,/Computers & Electronics/Software,0.699999988,/Computers & Electronics/Programming,0.670000017,,Computers & Electronics
Front-end Frameworks: Solutions or Bloated Problems?,,"['Juan Carlos Arias Ambriz', 'Juan Has', 'Years Of Freelance Ux Experience. His Work Is Rooted In Perfectionism', 'Providing The Best Experience To User.', 'View Full Profile', 'Freelance Front-End Engineer', 'About The Author', 'Juan Has Over Ten Years Of Freelance Ux Experience. His Projects Span A Wide Variety But Are All Rooted In His Commitment To Always Provide The Best Experience To The User.', 'Juan Has Developed Applications Used High-Profile Clients', 'So Has Learned To Commit To Perfection Of Detail In His Work.']",https://www.toptal.com/javascript/are-big-front-end-frameworks-bad,"['need', 'jquery', 'things', 'using', 'frontend', 'web', 'frameworks', 'going', 'framework', 'problems', 'code', 'bloated', 'solutions', 'youre']","In other words, web frameworks may not be necessary, but they are still useful enough to be popular and widely used.
This is a trait common to most of the popular web frameworks out there, from React, Angular, Vue, and Ember to style and formatting models like Bootstrap.
With web frameworks, your first lines of code seem to make a lot of time-saving progress, but at some point, the gains turn to losses.
But if you compare code using a library like jQuery or React, vanilla JS can be pretty similar in length.
Coding without web development frameworks might be the best solution for some of your projects and a nightmare in others.",3637,/Computers & Electronics/Programming,0.949999988,/Science/Computer Science,0.949999988,,Computers & Electronics
Front-end Frameworks: Solutions or Bloated Problems?,,"['Juan Carlos Arias Ambriz', 'Juan Has', 'Years Of Freelance Ux Experience. His Work Is Rooted In Perfectionism', 'Providing The Best Experience To User.', 'View Full Profile', 'Freelance Front-End Engineer', 'About The Author', 'Juan Has Over Ten Years Of Freelance Ux Experience. His Projects Span A Wide Variety But Are All Rooted In His Commitment To Always Provide The Best Experience To The User.', 'Juan Has Developed Applications Used High-Profile Clients', 'So Has Learned To Commit To Perfection Of Detail In His Work.']",https://www.toptal.com/javascript/are-big-front-end-frameworks-bad,"['need', 'jquery', 'things', 'using', 'frontend', 'web', 'frameworks', 'going', 'framework', 'problems', 'code', 'bloated', 'solutions', 'youre']","In other words, web frameworks may not be necessary, but they are still useful enough to be popular and widely used.
This is a trait common to most of the popular web frameworks out there, from React, Angular, Vue, and Ember to style and formatting models like Bootstrap.
With web frameworks, your first lines of code seem to make a lot of time-saving progress, but at some point, the gains turn to losses.
But if you compare code using a library like jQuery or React, vanilla JS can be pretty similar in length.
Coding without web development frameworks might be the best solution for some of your projects and a nightmare in others.",3637,/Computers & Electronics/Programming,0.949999988,/Science/Computer Science,0.949999988,,Computers & Electronics
Front-end Frameworks: Solutions or Bloated Problems?,,"['Juan Carlos Arias Ambriz', 'Juan Has', 'Years Of Freelance Ux Experience. His Work Is Rooted In Perfectionism', 'Providing The Best Experience To User.', 'View Full Profile', 'Freelance Front-End Engineer', 'About The Author', 'Juan Has Over Ten Years Of Freelance Ux Experience. His Projects Span A Wide Variety But Are All Rooted In His Commitment To Always Provide The Best Experience To The User.', 'Juan Has Developed Applications Used High-Profile Clients', 'So Has Learned To Commit To Perfection Of Detail In His Work.']",https://www.toptal.com/javascript/are-big-front-end-frameworks-bad,"['need', 'jquery', 'things', 'using', 'frontend', 'web', 'frameworks', 'going', 'framework', 'problems', 'code', 'bloated', 'solutions', 'youre']","In other words, web frameworks may not be necessary, but they are still useful enough to be popular and widely used.
This is a trait common to most of the popular web frameworks out there, from React, Angular, Vue, and Ember to style and formatting models like Bootstrap.
With web frameworks, your first lines of code seem to make a lot of time-saving progress, but at some point, the gains turn to losses.
But if you compare code using a library like jQuery or React, vanilla JS can be pretty similar in length.
Coding without web development frameworks might be the best solution for some of your projects and a nightmare in others.",3637,/Computers & Electronics/Programming,0.949999988,/Science/Computer Science,0.949999988,,Computers & Electronics
Amelia Wattenberger,,[],https://wattenberger.com/,"['wattenberger', 'amelia']",,0,,,,,,
The State of JavaScript 2019: Conclusion,,['Sacha'],https://2019.stateofjs.com/conclusion/,"['state', 'analyze', 'stack', 'wrap', 'youbut', 'yes', 'refactoring', '2019', 'conclusion', 'going', 'code', 'worry', 'javascript']","This is what happened to us this year.
And while it resulted in quite a few stressful evenings as we tried to wrap this up and release the State of JavaScript 2019 results in, well, 2019; it also means we now have a much more powerful and flexible stack to collect and analyze data going forward.
This will come in handy to analyze the evolution of all the new tools starting to make waves such as Svelte, Stencil, Sporky, Nest, or Flutter.
And yes, I did just make up one of those five, but admit it: you had a moment of doubt didn’t you?
But don’t worry.",208,/Computers & Electronics/Programming,0.980000019,/Science/Computer Science,0.980000019,,Computers & Electronics
The making of Morphocode Explorer,2019-10-30 21:15:29+00:00,[],https://morphocode.com/the-making-of-morphocode-explorer/,"['location', 'interactive', 'explorer', 'morphocode', 'layers', 'share', 'making', 'video', 'various', 'tool', 'metrics', 'urban', 'sidebar']","Over the last year, we’ve been working on a new interactive tool for urban data exploration.
The tool will allow you to analyze existing site conditions, measure urban indicators, and perform location analysis — directly in the browser.
We are happy to share that after months of design and development, Morphocode Explorer is approaching its beta launch!
You can watch the video preview here:Morphocode Explorer: Video PreviewThe interface combines a map and a sidebar containing various urban indicators.
You can scroll through the sidebar to switch between the layers and explore the various charts and data visualizations.",166,/Reference/Geographic Reference/Maps,0.779999971,/Computers & Electronics,0.519999981,,Reference
TheyDrawIt!: An Authoring Tool for Belief-Driven Visualization,2019-08-21 07:29:03.458000+00:00,"['Midwest Uncertainty', 'Mu']",https://medium.com/multiple-views-visualization-research-explained/theydrawit-an-authoring-tool-for-belief-driven-visualization-b3267a001480,"['theydrawit', 'authoring', 'observed', 'data', 'viewing', 'users', 'column', 'visualization', 'beliefdriven', 'tool', 'prior', 'beliefs', 'line', 'expectations']","A visualization that elicits users’ beliefs can prompt further critical reflection on data if it also shows what others expected a trend to look like.
Without visualization techniques that prompt critical thinking — whether by graphically eliciting and representing prior beliefs, visualizing uncertainty directly, or otherwise acknowledging limitations — some visualization users may default to trusting datasets blindly.
Creating a visualization that smoothly graphically elicits and visualizes prior beliefs from users can be time consuming.
So, we created TheyDrawIt!, an authoring tool for producing interactive “belief-driven” visualizations of time series data.
visualizations can be customized in various ways but use a consistent design pattern of elicit beliefs, show observed data against beliefs, and (optionally) show prior users’ beliefs.",739,/Computers & Electronics/Software/Business & Productivity Software,0.569999993,/People & Society/Social Sciences,0.550000012,,Computers & Electronics
Holding Company of the Year: Omnicom,,['Joe Mandese'],https://www.mediapost.com/publications/article/345813/holding-company-of-the-year-omnicom.html,"['omni', 'session', 'culture', 'holding', 'omnicom', 'sparks', 'world', 'best', 'q', 'agencys', 'company', 'honey']","A year ago, Omnicom Digital CEO Jonathan Nelson acknowledged it was an important missing link for Omni, but promised it would eventually become integrated into Omni.
A year later, thanks to the development of some sophisticated AI-based technology, Omnicom has finally integrated Sparks & Honey into Omni.
To help MediaPost experience the process, Sparks & Honey arranged to have part of a briefing organized around a theme we plan to cover over the next year: the role of ethics in the advertising industry.
The session worked much like other Sparks & Honey briefings.
By integrating it into Omni’s interface, Omnicom has effectively taken it from Omni 1.0 to Omni 2.0, making it our holding company of the year for 2019, because sometimes innovation isn’t a one-and-done deal, but an ongoing progression.",648,/Business & Industrial/Business Services,0.910000026,,,,Business & Industrial
How a New York City “Champagne Mogul” Gets Dressed,,"['Rachel Hahn', 'Rachel Hah', 'Anny Cho']",https://www.vogue.com/vogueworld/article/ariel-arce-niche-niche-9-to-5-style-special-club,"['gets', 'niche', 'city', 'york', 'working', 'wine', 'champagne', 'special', 'thats', 'drink', 'turn', 'arce', 'mogul', 'dressed', 'club']","When restaurateur Ariel Arce called me a few weeks ago, just before the opening of her new business Special Club, she sounded a bit hoarse.
Special Club is very much in the same spirit as her other spots on MacDougal (a geographical coincidence that she says she would never in a million years have predicted).
“It feels like a little party that we throw, like you’re welcome into our home,” said Arce of Niche Niche, a sentiment that one could reasonably apply to each of her projects.
People always turn to the bubbly wine for special occasions, but Arce also wanted to prove that it’s actually much more versatile than one might think.
It’s really wine first and it doesn’t have to be incredibly expensive—you can drink it every day.",498,/Beauty & Fitness/Fashion & Style,0.839999974,/Shopping/Apparel/Footwear,0.540000021,,Beauty & Fitness
The Champagne Empress of Greenwich Village,3/1/19 0:00,['Jonah Engel Bromwich'],https://www.nytimes.com/2019/03/01/style/ariel-arce-niche-niche-special-club.html,"['niche', 'ideas', 'opening', 'empress', '40', 'champagne', 'week', 'building', 'wines', 'village', 'wilde', 'arce', 'greenwich', 'club']","“I have a solid six ideas every single day for a business,” said Ariel Arce, the owner of two Greenwich Village hot spots: Tokyo Record Bar and Air’s Champagne Parlor.
But because I’m naturally really impulsive, I just want to do it and I want to get people involved in it.
At Niche Niche, which opens next week at 43 Macdougal Street, a sommelier or some other beverage nerd will pick four wines per night, and food will be cooked to match.
In April, Special Club, a supper club that will feature live musicians, will open in the same building.
(The building previously housed an Italian-American social club that was plagued by rumors about organized crime.)",189,/Food & Drink/Restaurants,0.829999983,/Arts & Entertainment,0.579999983,,Food & Drink
Ariel Arce Is Host to Some of New York City’s Hottest Seats,2019-08-14 11:45:53+00:00,"['Tim Mckirdy', 'Gabrielle Moss', 'Published', 'August']",https://vinepair.com/articles/ariel-arce-champagne-profile/,"['niche', 'seats', 'york', 'ariel', 'citys', 'hottest', 'wine', 'bar', 'champagne', 'way', 'week', 'arce', 'record', 'host', 'airs']","Her first bar, Air’s Champagne Parlor, features over 100 bottles of Champagne and debuted in 2017.
All have cemented Arce’s position as host to some of the hottest seats in New York.
In 2019, Arce introduced Niche Niche and Special Club.
“What’s nice about Niche Niche,” he says, “is that it embraces the wine world as a whole, not just one segment.” Traditional wine bars may focus on a particular region or style, but Niche Niche succeeds in offering something different every single night.
Santoro hosted an evening at Niche Niche in April 2019.",946,,,,,,
Meet the New Guard of Power in NYC Dining,1/13/20 0:00,"['Eater Staff', 'Jan']",https://ny.eater.com/2020/1/13/20903480/new-guard-of-nyc-dining-meet-the-chefs,"['city', 'food', 'nyc', 'restaurant', 'restaurants', 'york', 'chefs', 'theyre', 'duo', 'power', 'opened', 'dining', 'meet', 'guard']","This is not a reinvention of the wheel; the power of every restaurant is rooted in its neighborhood.
New York dining today is an overflowing tableau of cuisines: After decades of diners enthusiastically expanding their palates, a new, less Eurocentric set of restaurants comprise the city’s hot spots.
Ariel ArceAir’s Champagne Parlor, Niche NicheUntil Ariel Arce came along, drinking Champagne in New York City was largely reserved for special occasions or for people with more disposable income.
Accolades promptly rolled in, and three years later, the duo opened an all-day offshoot, Llamita.
Matt Hyland and Emily HylandEmmy Squared, Emily, VioletJust when New York City thought it had pizza cornered, Matt Hyland and Emily Hyland came along.",4122,/Food & Drink/Restaurants,0.860000014,,,,Food & Drink
Schitt's Creek: What Is Going on With Moira's Accent?,9/14/20 7:26,"['Madison Feller', 'Madison Is A Staff Writer At Elle.Com', 'Covering News', 'Politics']",https://www.elle.com/culture/movies-tv/a30473265/schitts-creek-what-is-moira-rose-accent/,"['ohara', 'sound', 'bay', 'way', 'moira', 'l', 'able', 'content', 'schitts', 'going', 'moiras', 'accent', 'creek', 'voice']","In honor of the awards show this Sunday, we're republishing this January 2020 piece that breaks down Moira's singular accent.
And since I started watching, I haven't stopped thinking about one particular thing: Moira Rose's accent.
I know this is not a new or brilliant revelation—I am late to the Schitt's Creek game, after all—but still.
When we're talking about this accent stuff, to see Catherine O'Hara's accent as both extreme and also really understandable—[it] inevitably just feels right.""
""Every single human communicates differently from every other human, partly because our life experience is reflected in our voice,"" Bay says.",1294,/Arts & Entertainment/TV & Video/TV Shows & Programs,0.5,,,,Arts & Entertainment
Schitt's Creek: What Is Going on With Moira's Accent?,9/14/20 7:26,"['Madison Feller', 'Madison Is A Staff Writer At Elle.Com', 'Covering News', 'Politics']",https://www.elle.com/culture/movies-tv/a30473265/schitts-creek-what-is-moira-rose-accent/,"['ohara', 'sound', 'bay', 'way', 'moira', 'l', 'able', 'content', 'schitts', 'going', 'moiras', 'accent', 'creek', 'voice']","In honor of the awards show this Sunday, we're republishing this January 2020 piece that breaks down Moira's singular accent.
And since I started watching, I haven't stopped thinking about one particular thing: Moira Rose's accent.
I know this is not a new or brilliant revelation—I am late to the Schitt's Creek game, after all—but still.
When we're talking about this accent stuff, to see Catherine O'Hara's accent as both extreme and also really understandable—[it] inevitably just feels right.""
""Every single human communicates differently from every other human, partly because our life experience is reflected in our voice,"" Bay says.",1294,/Arts & Entertainment/TV & Video/TV Shows & Programs,0.5,,,,Arts & Entertainment
"Alienated, Alone And Angry: What The Digital Revolution Really Did To Us",,"['Katherine Miller', 'Joseph Bernstein', 'Buzzfeed News Reporter']",https://www.buzzfeednews.com/article/josephbernstein/in-the-2010s-decade-we-became-alienated-by-technology,"['nation', 'alienation', 'alienated', 'things', 'revolution', 'angry', 'americans', 'katz', 'really', 'digital', 'world', 'media', 'social', 'information']","The tools of this revolution were facts, with which the Digital Nation was obsessed, and with which they would destroy — or at least neuter — partisan politics, which were boring and suspicious.
In 1998, a year after the “Birth of a Digital Nation,” was published, the score was 56%.
I’ve spent six years reporting on deeply alienated people on the internet, during which time I’ve come to see conditions of disconnection and frustration everywhere the Digital Nation touches: on social media, in search algorithms, in the digital economy.
The big social media platforms are trying very hard to address the problem of toxic information, they tell us.
Near the end of “Birth of a Digital Nation,” Jon Katz acknowledged that the new digital elite would have one natural division from the country they were bound to inherit: class.",2490,/News/Politics,0.74000001,,,,News
